总数 18103
4822 司马昭之心——路人皆知
4823 武大郎卖豆腐——人松货也软
4824 灶王爷下界——哪家事都管
4825 扒着马脏亲嘴——不知道香臭
4826 庙里猪头——有主儿
4827 冬天吃沙子——寒修
4828 狗眼不识泰山——只敬衣帽不敬人
4829 蚂蚁撼大树——自不量力
4830 田沟里的蚂蝗——有血喝血，无血喝水
4831 肚子里吹喇叭——心里响
4832 关公开刀铺——货真价实
4833 瞎子管瓜——全靠喉咙响
4834 草里幡竿——放倒低如人，立起高如人
4835 落锅的虾子——还想跳几下
4836 两样布夹袄——表里不一
4837 燕子衔泥——空费力
4838 芋头叶子当钹敲——不堪一击
4839 土地爷打城隍——管得宽
4840 头顶西瓜皮——假充愣头青
4841 头顶上生眼睛——光朝上看
4842 屎壳螂钻到粪坑里——找屎
4843 打鼓不打面——旁敲侧击
4844 棺材店的老板——恨人不死
4845 挑灯泡担子的——碰不得
4846 满身沾油的老鼠往火里钻——哪还有它好过的
4847 汽车头上的大眼睛——顾前不顾后
4848 拖拉机犁大田——直来直去
4849 台下打拳——折腾不开
4850 属鹌鹑的——有几口斗劲儿
4851 葫芦掉进深井里——假深入
4852 长杆打猴——爬到高处去
4853 一锅子混汤面——糊涂到一块
4854 阎王爷做的芝麻饼——鬼点子多
4855 新被面盖鸡笼——外面好看里面空
4856 开水泡黄豆——自大
4857 棒槌上天——总有一天落地
4858 辣椒炒豆腐——外辣里软
4859 林冲棒打洪教头——专照破绽下手
4860 拿着剃刀哄孩子——不是好玩的
4861 飞机上唱大戏——高调
4862 卞和献宝——给错了人
4863 厨房里的垃圾——鸡毛蒜皮
4864 吊在房檐上的大葱——叶黄皮干心不死
4865 折断的藕——丝连着
4866 双胞胎的弟弟——后生
4867 老虎头上抓虱子——好大的胆
4868 驼子作揖——起手不难
4869 老虎拉车——不理那一套
4870 干泥巴做汤圆——有点搓不圆了
4871 河里的鹅卵石——精光光的
4872 翻跟头捡铜钱——意外
4873 鸭子吃蜗牛——食而不知其味
4874 毛驴蛋子不戴笼嘴套——占了嘴的便宜，也吃了嘴的亏
4875 姥娘哭儿——没有舅了
4876 正月十五贴门神——过景了
4877 矮子看戏——随人上下
4878 麻雀子队伍——没有弄齐过
4879 老虎身上的虱子——谁敢惹
4880 吃饱饭闲嗑牙——没事找事
4881 三分面粉七分水——十分糊涂
4882 楚庄王猜谜语——一鸣惊人
4883 狗叼来的肉猫吃了——坐享其成
4884 钢板上钉铁钉——摇不动，拔不走
4885 马拉独轮车——说翻就翻
4886 黄鼠狼娶媳妇儿——小吹小打
4887 摘樱桃爬到柳树上——白忙活
4888 拿大炮打麻雀——大材小用
4889 碟子舀水——看透
4890 老鼠拉秤锤——倒贴
4891 荷叶上的露珠——清清白白
4892 荆条编小篮——看着容易做着难
4893 纸糊的驴——大嗓门
4894 把牛角安在驴头上——尽做这四不象的事
4895 没骨头的伞——支撑不开
4896 母猪上杆——不爬
4897 肚子里喝了二两醋——酸溜溜的
4898 钱塘江的潮水——看涨
4899 一锅粥打翻在地——收不了场
4900 做梦捡金娃娃——想得倒美
4901 三尖瓦碴儿——还能绊倒人
4902 老牛筋——刀割不动，水煮不烂
4903 掩耳盗铃——瞒了自己骗不了别人
4904 冻豆腐——没法儿办
4905 搬起碾子砸磨盘——石打石
4906 粉牌上写字——可以抹掉
4907 水边建磨房——全靠冲劲
4908 城隍庙里的小鬼——大小是尊神
4909 萝卜白菜——各人喜爱
4910 长颈鹿进羊群——高出一大截
4911 半夜三更放大炮——一鸣惊人
4912 猴子扳苞谷——心里没个准数
4913 黄连水泡苦楝子——苦透了
4914 我解缆，你推船——顺水人情
4915 口渴了才打井——来不及了
4916 吃了盐萝卜——操咸心
4917 后颈窝的头发——摸得到看不到
4918 天平上秤人——把人看轻了
4919 傻子买菜——不分好坏
4920 羊群里的骆驼，鸡群里的仙鹤——与众不向
4921 飞机上跳伞——丢人了
4922 搬着车轱辘上山——硬干
4923 丢了邮包——失信了
4924 热锅里爆豆子——劈里啪啦
4925 小鸡娃掉进灶坑里——又窝火又憋气
4926 棺材座子——专一害人
4927 水缸里捞菩萨——定定神
4928 水道口上贴门神——算哪一门人
4929 海上行船——看风使舵
4930 玻璃筷子夹凉粉——光对光
4931 老牛走老路——照旧
4932 耗子盗洞——一个劲往前钻
4933 断了背的椅子——靠不住
4934 螳螂挡车——落个粉身碎骨
4935 脑壳上顶娃娃——抬举人
4936 出笼儿的鹌鹑——是个快斗的
4937 卖萝卜的跟着盐担子走——闲操心
4938 卖豆腐的上舞台——货软架子大
4939 黄鼠狼戴草帽——充人样
4940 卖牛卖地娶回个哑巴——没话可说
4941 黄瓜敲锣——越来越短
4942 比着箍箍买鸭蛋——哪有这么合适的
4943 快刀斩乱麻——干净利落
4944 蚊虫遭扇打——吃了嘴的亏
4945 见了骆驼不说牛——啥大说啥
4946 一根拨火棍——任人摆弄
4947 羊群里跑出一条驴来——搬来颗大脑袋
4948 三百六十行——行行出状元
4949 下水淀的雏类们——大吃小
4950 猴儿吃芥末——干瞪眼
4951 龙王爷做法——呼风唤雨
4952 黄鼠狼唱曲——专给小鸡听
4953 屎壳螂的球球——臭屎蛋
4954 鼓槌对锣槌——分不清声高声低
4955 和尚误了做，老婆误了娶——两下里耽搁
4956 生虫拐杖——靠不住
4957 三十晚上吃豆腐渣——肚子里没啥
4958 一个萝卜一个坑——没有空地方
4959 大姑娘坐花轿——疑疑顿顿
4960 向绒毛毡里扑绵被——白费
4961 墙上画的饼——好看不中吃
4962 庙门上的匾——有求必应
4963 爱克斯光照人——看透了
4964 半天云里响鞭炮——放空炮
4965 张飞扮新娘——再装也不像
4966 清晨吃晌饭——早呢
4967 秦琼卖马——忍痛割爱
4968 瞎子盖被子——东拉西扯
4969 商店橱窗里的摆设——样子货
4970 盲人干活——不分日夜
4971 天高皇帝远——有冤无处申
4972 楠竹笋子——满了心
4973 太行山照见运粮河——远水不解近渴
4974 碟子里扎猛子——不知深浅
4975 胸口放鞭炮——心里想
4976 马勺子吊起来当锣打——穷得叮哩当哪响
4977 老鼠啃书——字字句句往肚里吃
4978 拣个孩子唱大戏——庆哪家的功
4979 半天中撒小米——为谁呀
4980 养蜂人的嘴巴——甜言蜜语
4981 干沙面捏蛋蛋——拢不到一块儿
4982 毛驴拉磨——跑不出这个圈儿
4983 苍蝇叮在玻璃上——看见光明，没有出路
4984 狮子头上捕苍蝇——胆子不小
4985 肚子长出铁来——瘪不下去
4986 不吃豆腐啃骨头——服软不服硬
4987 大热天掉到了冰窖里——浑身凉了
4988 吞下一个棒槌——横竖都窝心
4989 跛象扯双车——总没一边儿安稳
4990 三月的桃花——谢了
4991 人秋的高梁——老来红
4992 四肢抽筋——缩手缩脚
4993 墙上种黄连——埋头苦干
4994 庙里的和尚——无牵无挂
4995 米汤烧焦——糊粥
4996 铁棒打豆腐——不用磨了
4997 狗站在粪堆上——显高
4998 侧猪割耳朵——两头受罪
4999 猫哭老鼠——假慈悲
5000 大海里捞针——难寻
5001 鸡蛋壳里发面——没有大发头
5002 黄鼠狼生鼬子——一色货
5003 扯着耳朵揜鼻涕——不对路数
5004 缺口碗盛米汤——放任自流
5005 许仙上金山——信服了
5006 喝海水长大的——见过风浪
5007 灶王爷上天——实话实说
5008 鼻子上挂秤砣——抬不起头来
5009 一百斤米做稀饭——难熬
5010 属米仓的——上半夜摇铃，下半夜丫头听的好梆声
5011 柴草人救火——自身难保
5012 生米煮成了熟饭——改不过来
5013 糟房的姑娘——酒手
5014 舍不得白米——抓不着鸡
5015 范进中举——喜出望外
5016 蜈蚣吃蝎子——以毒攻毒
5017 要饭的打狗——穷横
5018 十指头生疮——毒手
5019 热盘上蚁子——坐立不安
5020 绣花针扔到海里——永无出头之日
5021 老鼠拖木头——大头在后
5022 冬天的旋风——成不了气候
5023 砻糠里榨油——硬往外挤
5024 窗户里走人——没门道
5025 打针眼里往外望——小瞧人
5026 西北风刮蒺藜——连讽带刺
5027 俩狗打架——你咬我，我咬你
5028 睡梦别扁担——到处横行
5029 麻布袋、草布袋——一袋不如一袋
5030 猴子架辕——不听那一套
5031 高山打鼓——响得不低
5032 提桶里搓衣服——同时下手
5033 耗子爬竹竿——一节节来
5034 玉米秸里的虫——专心
5035 老鼠见了猫——骨头都软了
5036 一家十五口——七嘴八舌头
5037 南风天的石头出汗——回潮了
5038 一本经书看到老——墨守成规
5039 寿星公吊颈——嫌命长
5040 吸烟烧了枕头——怨不着别人
5041 下雪天上树——高攀不上
5042 盐店掌柜的——闲人
5043 厕所里挂绣球——配不上
5044 姓子骑骆驼——靠人帮扶
5045 熊瞎子拜年——不敢受这个礼
5046 猴子扑嫦娥——痴情妄想
5047 狗舔油葫芦——顺圈圈溜
5048 挑雪填井——白费劲
5049 野鸡戴皮帽——充鹰
5050 卒子过河——难以回头
5051 饺子皮太薄——难免要露馅
5052 烟袋锅里煮饭——捣鼓不开
5053 瞎子放驴——不撒手儿
5054 牛犊子拉车——乱了套啦
5055 咸鱼下水——假新鲜
5056 虾公头上戴大枪——没人怕
5057 屋檐滴水——落原坑
5058 鸡蛋里挑骨头——瞎咋呼
5059 麻雀想学凤凰飞——枉费心机
5060 买了罐子打掉了鼻——别提了
5061 井底之蛙——不知天有多大
5062 反转葫芦，倒转蒲扇——出尔反尔
5063 喜马拉雅山上卖牛黄——又高又贵
5064 烂肉喂苍蝇——投其所好
5065 糖炒栗子——外头一层薄薄的硬皮儿，里头是一兜儿面货
5066 鸡蛋碰石头——自找难看
5067 火锥捅炉子——直入直出
5068 黄牛过河——各顾各
5069 死人堆里的老鼠——眼红
5070 叫化子拨算盘——穷有穷打算
5071 二十四天不出鸡——坏蛋
5072 兔子毛炒韭菜——乱七八糟
5073 梁山的军师——无用
5074 老鼠跑到猫背上拉屎——活找死
5075 大胡子吃糖稀——撕扯不清
5076 瞎子抓琵琶——乱弹琴
5077 筛子当水桶——漏洞百出
5078 三伏天吃西瓜——又解渴，又痛快
5079 闭眼睛趟河——凭命由天
5080 三尺门槛——高抬不上
5081 炮仗店失火——一响百应
5082 西瓜皮钉鞋掌——不是材料
5083 山上滚石头——实打实
5084 杨柳开花——没结果
5085 踏着脖子敲脑壳——欺人太甚
5086 雹子砸了的棉花——光杆司令
5087 狐狸说教——旨在投机
5088 剥皮的狗头——太露骨
5089 大姑娘相亲——羞羞答答
5090 十八般武艺全使出来——大显身手
5091 矮子过河——越盘越深
5092 菩萨掉进大河里——流神
5093 小脚女人爬大坡——寸步难行
5094 牛口里的草——扯不出来
5095 临到上轿穿耳朵眼——匆匆忙忙
5096 猴子吃仙桃——眉飞色舞
5097 老爷庙旗杆——光杆儿
5098 看到草绳往后跑——胆子太小
5099 鸡窝里练拳术——伸展不开手臂
5100 猪八戒走在冷铺中坐着——丑的没对儿
5101 戏台下掉眼泪——替古人担忧
5102 歪着嘴吹喇叭——邪气上了天
5103 癞蛤蟆想吃天鹅肉——异想天开
5104 猪往前拱，鸡往后扒——各有各的门道
5105 胡萝卜就烧酒——仗个干脆
5106 灯草抵门——靠不住
5107 乌龟想骑凤凰背——痴心妄想
5108 兔子成精——比老虎还厉害
5109 鸡公头上的肉——大小是个官
5110 早地里的蛤蟆——干鼓肚
5111 熟透了的石榴——合不拢嘴
5112 漏斗盛水网兜风——一无所获
5113 布袋里掏东西——稳拿把攥
5114 关住门子骂皇上——不起作用
5115 卖糖人的手艺——靠吹
5116 雷公打豆腐——一物降一物
5117 麻包厂失火——烧包
5118 摘到果子摔伤腿——得不偿失
5119 白菜熬豆腐——谁也不沾谁的光
5120 筷子上抹油——光棍
5121 麻柳树锯板子——不是正经料
5122 鸡蛋碰石头——不过硬
5123 十步九回头——难舍难分
5124 进屋跳窗户——没门
5125 背手上鸡窝——不拣蛋
5126 灶王爷跳舞——胡闹过太
5127 小丑打擂——胡闹台
5128 软米粥拌粉面——稠上加稠
5129 老鼠尾巴绑鸡毛——不是个正经鸟
5130 赖泥下窑——烧不成个东西
5131 两个哑巴见面——没说的
5132 喝江水说海话——无边无沿
5133 树林里放风筝——绕住了
5134 耳朵长在膝盖上——懒得听
5135 掀翻了抱鸡窝——弄出许多谎来
5136 野火燎过的茅草——蔫完
5137 耳朵漏风——听不进
5138 推开窗户——说亮话
5139 屎壳郎跟着蝙蝠飞——迟早要碰壁
5140 疮口上贴膏药——揭不得
5141 黄牛犁地——有劲慢慢使
5142 三九天开桃花——稀奇古怪
5143 猪尿泡打人——打不死，臊也臊死了
5144 白骨精打哈欠——妖气冲天
5145 屎壳郎打饱嗝儿——满嘴喷粪
5146 狐狸精转的——心眼稠
5147 田埂上的豆子——一路
5148 燕公老儿下西洋——救得人么
5149 母猪养儿——在数就算
5150 抓把朱砂当红土——装贱
5151 七字两点——抖出弯来了
5152 夜里看电灯——忘光
5153 膝盖上挂掌——离题远
5154 武松看鸭子——英雄无用武之地
5155 小鸡吃黄豆——强往下咽
5156 拿木偶打狗——不把你当人
5157 豆腐渣上供——糊弄神仙
5158 和尚袈裟——七拼八凑
5159 当了皇帝想成仙——不知足
5160 大海里的灯塔——光芒四射
5161 大门口吊马桶——臭名在外
5162 猪八戒演讲——大嘴说大话
5163 立秋的石榴——满脑袋点子
5164 背着唢呐坐飞机——吹上天了
5165 牛屁股缝里的牛虻——又会钻空子，又会吸血
5166 鸡毛炒鸭蛋——各自打散
5167 老虎不吃人——只是坏了名色
5168 三十晚上走路——一片漆黑
5169 瓦匠砌墙——两面三刀
5170 甘蔗当火筒——一节也不通
5171 孔明弹琴退仲达——好沉着
5172 馒头上屉——烧了三把火
5173 厨子炒菜——添油加醋
5174 小学生复习——又该升级啦
